Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Injuries
20001212X21522,Accident,LAX00LA282,2000-07-29,"Cottonwood, CA",United States,40.5,-122.5,PVT,Lake California Airpark,Non-Fatal,Destroyed,,N540EX,DANIEL J. LEE,EXPRESS 90,Yes,1.0,Reciprocating,,,Personal,,0.0,3.0,0.0,0.0,VMC,Landing,Probable Cause,17-04-2003,3.0
20001212X21493,Accident,LAX00FA283,2000-07-30,"JACKPOT, NV",United States,41.982223,-114.663611,06U,Jackpot,Fatal(2),Destroyed,,N5853Q,MOONEY,M20E,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,16-01-2003,2.0
20001212X21533,Accident,MIA00FA229,2000-07-31,"RALEIGH, NC",United States,35.849722,-78.751111,RDU,Raleigh-Durham Intl.,Fatal(1),Destroyed,,N201RH,DE HAVILLAND,DHC-6-200,No,2.0,Turbo Prop,,,Positioning,,1.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,21-05-2002,3.0
20001212X21763,Accident,LAX00LA285,2000-08-01,"TRACY, CA",United States,37.831945,-121.403056,,,Fatal(1),Destroyed,,N6737K,GRUMMAN,G-164B,No,1.0,Reciprocating,,,Aerial Application,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,18-04-2003,1.0
20001212X21765,Accident,LAX00LA288,2000-08-04,"STOCKTON, CA",United States,37.894444,-121.238611,SCK,Stockton Metropolitan,Non-Fatal,Substantial,,N39KH,BELL,47D,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,25-11-2003,0.0
20001212X21764,Accident,LAX00LA287,2000-08-04,"DAVIS, CA",United States,38.344444,-121.810556,2Q3,Yolo County,Non-Fatal,Substantial,,N300RE,PIPER,PA-30,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-11-2003,0.0
20001212X21760,Accident,LAX00GA297,2000-08-13,"Cold Springs, NV",United States,39.566667,-117.815556,,,Fatal(1),Destroyed,,N174EH,BELL,412,No,2.0,Turbo Shaft,,,Public Aircraft,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,08-06-2005,1.0
20001212X21751,Accident,LAX00FA300,2000-08-14,"NEWBERRY SPRING, CA",United States,34.7925,-116.485833,,,Fatal(1),Destroyed,,N878R,BEECH,K35,No,1.0,Reciprocating,,,Personal,,1.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,15-07-2002,3.0
20001212X21865,Accident,SEA00LA159,2000-08-15,"MCMINNVILLE, OR",United States,45.183333,-123.133333,MMV,MC MINNVILLE MUNI,Non-Fatal,Substantial,,N450UR,BOEING,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-09-2003,0.0
20001212X21747,Accident,IAD00FA076,2000-08-18,"KENNEBUNKPORT, ME",United States,43.2,-70.233333,,,Fatal(2),Substantial,,N411JL,PIPER,PA-32R-301,No,1.0,Reciprocating,,,Personal,,2.0,1.0,2.0,0.0,VMC,Cruise,Probable Cause,02-01-2002,5.0
20001212X21753,Accident,LAX00FA306,2000-08-18,"WATSONVILLE, CA",United States,36.895555,-121.794166,,,Fatal(2),Destroyed,,N8313Z,ROBINSON,R22 BETA,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,30-03-2004,2.0
20001212X21758,Accident,LAX00FA324,2000-08-22,"Scottsdale, AZ",United States,33.642777,-111.8175,P19,Stellar Airpark,Fatal(2),Destroyed,,N4905V,BELLANCA,17-30,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,25-11-2003,2.0
20001212X21721,Accident,FTW00FA245,2000-08-24,"HUNT, TX",United States,30.0,-99.383611,ERV,Kerrville Municipal,Fatal(1),Destroyed,,N421NT,CESSNA,421C,No,2.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,16-01-2003,1.0
20001212X21754,Accident,LAX00FA310,2000-08-25,"HILO, HI",United States,19.716667,-155.033333,KOA,Hilo International,Fatal(1),Substantial,,N923BA,PIPER,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,"Big Island Air, Inc. (dba: Big Island Air, Inc.)",1.0,0.0,8.0,0.0,VMC,Cruise,Probable Cause,17-04-2003,9.0
20001212X21741,Accident,IAD00LA070,2000-08-26,"WAYNESVILLE, OH",United States,39.505278,-84.121945,,Air Jordan Airport,Non-Fatal,Substantial,,N37SK,JORDAN,KITFOX MODEL 1,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,30-09-2003,1.0
20001212X21740,Accident,IAD00FA079,2000-08-29,"JONESTOWN, PA",United States,40.403611,-76.225,8PA1,DEE JAY AIRPORT,Fatal(1),Destroyed,,N9436V,MOONEY,M20F,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Landing,Probable Cause,23-01-2002,1.0
20001212X21997,Accident,LAX00FA322,2000-09-01,"SO. LAKE TAHOE, CA",United States,38.893889,-119.995277,TVL,South Lake Tahoe,Fatal(4),Destroyed,,N88AM,PIPER,PA-46-310P,No,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,16-08-2002,4.0
20001212X22048,Accident,NYC00FA248,2000-09-03,"SOUTH KINGSTOWN, RI",United States,41.4375,-71.541944,,,Fatal(3),Destroyed,,N8230G,PIPER,PA-32R-301,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,23-01-2002,3.0
20001212X22029,Accident,MIA00FA260,2000-09-04,"ODESSA, FL",United States,28.22,-82.623334,,,Fatal(1),Substantial,,N3WT,BEECH,B-95,No,2.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,20-02-2002,1.0
20001212X22031,Accident,MIA00GA264,2000-09-07,"WAYNESVILLE, NC",United States,35.438055,-83.060556,,,Fatal(2),Destroyed,,N525BM,BELL,UH-1H,No,1.0,Turbo Shaft,,,Positioning,,2.0,0.0,0.0,0.0,IMC,Maneuvering,Probable Cause,04-06-2002,2.0
20020201X00156,Accident,CHI00LA312,2000-09-14,"BELLEVILLE, MI",United States,42.236389,-83.5275,YIP,Willow Run Airport,Non-Fatal,Substantial,Airplane,N806BF,CESSNA,208B,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,01-02-2016,0.0
20001212X21902,Accident,ANC00MA125,2000-09-18,"NUIQSUT, AK",United States,70.205556,-151.019167,PAQT,NUIQSUT,Fatal(5),Destroyed,,N220CS,PIPER,PA-31T3,No,2.0,Turbo Prop,,SCHD,,Cape Smythe Air Service Inc.,5.0,5.0,0.0,0.0,VMC,Landing,Probable Cause,18-06-2002,10.0
20001212X21881,Accident,ANC00FA128,2000-09-20,"ANIAK, AK",United States,61.040277,-157.173056,,FORTY SEVEN MILE CREEK,Fatal(1),Destroyed,,N42472,CESSNA,207,No,1.0,Reciprocating,,NSCH,Unknown,,1.0,0.0,0.0,0.0,,Climb,Probable Cause,03-06-2002,1.0
20001212X22020,Accident,LAX00LA348,2000-09-25,"IONE, CA",United States,38.255,-120.933333,PVT,Howard Private Airport,Non-Fatal,Destroyed,,N37820,CULVER,LFA,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Landing,Probable Cause,06-12-2002,1.0
20001212X21995,Accident,IAD00LA085,2000-09-27,"OWINGSVILLE, KY",United States,38.116667,-83.75,,,Non-Fatal,Substantial,,N94326,CESSNA,182Q,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,02-01-2002,1.0
20001212X22027,Accident,LAX00TA355,2000-09-29,"PHOENIX, AZ",United States,33.691666,-112.082223,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,,N331SD,HUGHES,TH-55A,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20001212X22175,Accident,LAX01FA001,2000-10-01,"SAN JUAN BATIST, CA",United States,36.828334,-121.576389,,,Fatal(4),Destroyed,,N36TV,BEECH,A36TC,No,1.0,Reciprocating,,,Personal,,4.0,0.0,0.0,0.0,IMC,Descent,Probable Cause,02-06-2004,4.0
20001212X22176,Accident,LAX01FA003,2000-10-04,"SANTA ROSA, CA",United States,38.513056,-122.862222,STS,Sonoma County,Fatal(1),Destroyed,,N2373D,CESSNA,182S,No,1.0,Reciprocating,,,Business,,1.0,0.0,0.0,0.0,IMC,Climb,Probable Cause,02-03-2004,1.0
20001212X22227,Accident,NYC01FA005,2000-10-06,"Edgartown, MA",United States,41.411111,-70.416667,MVY,Vineyard Haven Airport,Fatal(4),Destroyed,,N60BT,MITSUBISHI,MU-2B-26A,No,2.0,Turbo Prop,,,Personal,,4.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,07-02-2002,4.0
20001212X22177,Accident,LAX01FA004,2000-10-06,"San Dimas, CA",United States,34.149166,-117.783333,POC,Brackett Field,Fatal(2),Destroyed,,N222ES,PIPER,PA-34-200,No,2.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,0.0,IMC,Go-around,Probable Cause,28-12-2004,2.0
20030627X00968,Accident,CHI01LA003,2000-10-08,"NOBLESVILLE, IN",United States,40.083889,-86.034722,,,Non-Fatal,Substantial,,N8907X,CESSNA,182,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,30-09-2003,0.0
20001212X22228,Accident,NYC01FA007,2000-10-10,"WASH. CT. HOUSE, OH",United States,35.585,-83.408889,I23,FAYETTE COUNTY,Fatal(1),Destroyed,,N2067C,BEECH,E18S,No,2.0,Reciprocating,,,Positioning,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,03-06-2002,1.0
20001212X22135,Accident,CHI01MA006,2000-10-10,"Wichita, KS",United States,37.65,-97.433056,ICT,Wichita Mid-Continent,Fatal(2),Destroyed,,CFTBZ,CANADAIR,CL600-2B16,No,2.0,Turbo Fan,,,Flight Test,,2.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,13-04-2004,3.0
20001212X22166,Accident,IAD01LA002,2000-10-11,"PHILADELPHIA, PA",United States,40.066667,-75.0,PNE,Northeast Philadelphia,Non-Fatal,Substantial,,N9394L,AMERICAN AVIATION CORP. (AAC),AA-1A,No,1.0,Reciprocating,,,Aerial Observation,,0.0,0.0,1.0,0.0,VMC,Descent,Probable Cause,26-08-2003,1.0
20001212X22180,Accident,LAX01FA011,2000-10-13,"Henderson, NV",United States,35.966667,-115.116667,L15,Henderson,Fatal(1),Destroyed,,N2434T,NAVION,G,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,23-01-2002,1.0
20001212X22168,Accident,IAD01LA004,2000-10-15,"BERRYVILLE, VA",United States,39.235277,-78.011667,61VA,High View Airport,Non-Fatal,Substantial,,N21CY,YAKOVLEV,52,No,,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,23-01-2002,0.0
20001212X22181,Accident,LAX01FA014,2000-10-15,"Monterey, CA",United States,36.612778,-121.871111,MRY,Monterey Peninsula,Fatal(2),Destroyed,,N1344G,BEECH,35-33,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,06-08-2003,2.0
20001212X22195,Accident,LAX01LA019,2000-10-19,"CONCORD, CA",United States,37.989722,-122.056944,CCR,Buchanan Field,Non-Fatal,Substantial,,N398DE,BEECH,300,No,2.0,Turbo Prop,,,Positioning,,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,25-11-2003,2.0
20001212X22169,Accident,IAD01LA007,2000-10-21,"MCCLURE, PA",United States,40.746111,-77.290277,,,Non-Fatal,Substantial,,N279W,CESSNA,140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,07-02-2002,0.0
20001212X22101,Accident,ANC01FA011,2000-10-22,"BETHEL, AK",United States,60.766667,-161.841111,BET,BETHEL,Non-Fatal,Substantial,,N575D,BEECH,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,,0.0,0.0,0.0,19.0,VMC,Landing,Probable Cause,02-07-2002,0.0
20001212X22197,Accident,LAX01LA021,2000-10-22,"HALF MOON BAY, CA",United States,37.513889,-122.501111,KHAF,Half Moon Bay,Non-Fatal,Substantial,,N5226K,CESSNA,172P,No,1.0,Reciprocating,,,Business,,0.0,0.0,2.0,1.0,VMC,Go-around,Probable Cause,06-12-2002,2.0
20001212X22183,Accident,LAX01FA023,2000-10-23,"Wheaton Springs, CA",United States,35.443333,-115.463333,,,Fatal(2),Destroyed,,N40VF,MOONEY,M-20J,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,,Cruise,Probable Cause,17-04-2003,2.0
20001212X22150,Accident,FTW01FA013,2000-10-25,"OKLAHOMA CITY, OK",United States,35.379445,-97.596111,OKC,Will Rogers World,Fatal(1),Destroyed,,N9485T,CESSNA,210,No,1.0,Reciprocating,,,Business,,1.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,30-05-2003,1.0
20001212X22153,Accident,FTW01FA017,2000-10-28,"E. Cameron 200, GM",United States,28.738055,-92.63,V200,Vermilion 200,Fatal(1),Destroyed,,N26WW,AEROSPATIALE,AS-350BA,No,1.0,Turbo Shaft,,,Positioning,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,15-07-2002,1.0
20001212X22202,Accident,LAX01LA029,2000-10-30,"GORMAN, CA",United States,34.793889,-118.852222,,,Fatal(1),Substantial,,N16503,PIPER,PA-28-140,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,2.0
20001212X22207,Accident,MIA01FA021,2000-10-31,"ZOLFO SPRINGS, FL",United States,27.459722,-81.812778,,,Fatal(1),Substantial,,N8603E,PIPER,PA-28-181,No,,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,03-06-2002,1.0
20010523X01002,Accident,MIA01LA025,2000-11-04,"ST. MARYS, GA",United States,30.757778,-81.562222,4J6,St. Marys Airport,Non-Fatal,Substantial,,N3079Z,MAULE,MX-7-180A,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-09-2003,0.0
20010423X00794,Accident,MIA01LA024,2000-11-04,"INVERNESS, FL",United States,28.814444,-82.316389,X40,Inverness,Non-Fatal,Substantial,,N54729,CESSNA,172P,No,,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-07-2001,0.0
20001212X22336,Accident,SEA01FA017,2000-11-10,"IDAHO FALLS, ID",United States,43.536389,-112.063056,IDA,Fanning Field,Fatal(2),Substantial,,N41054,CESSNA,425,No,2.0,Turbo Prop,,,Business,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,16-01-2003,2.0
20001212X22305,Accident,LAX01LA041,2000-11-15,"Temecula, CA",United States,33.525,-117.083333,,,Fatal(2),Destroyed,,N41AL,EXPERIMENTAL,GLASAIR 1RG,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,2.0
20001212X22283,Accident,FTW01FA020,2000-11-15,"JENA, LA",United States,31.785277,-92.168056,,,Fatal(1),Destroyed,,N6232E,CESSNA,185F,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,01-07-2002,1.0
20031003X01651,Accident,MIA01TA237,2000-11-16,"FROSTPROOF, FL",United States,27.784444,-81.636944,,,Non-Fatal,Substantial,,N65RF,AEROFAB INC.,LAKE SEAWOLF,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,25-11-2003,0.0
20010608X01120,Accident,SEA01FA100,2000-11-16,"Cambridge, ID",United States,44.633333,-117.003056,,,Fatal(2),Destroyed,,N8529Q,CESSNA,U206F,No,1.0,Reciprocating,,NSCH,,Baker Aircraft Service,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,06-09-2001,2.0
20001212X22313,Accident,MIA01FA028B,2000-11-16,"BRADENTON, FL",United States,27.435,-82.45,,,Fatal(1),Destroyed,,N73829,CESSNA,172N,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,23-01-2003,1.0
20001212X22313,Accident,MIA01FA028A,2000-11-16,"BRADENTON, FL",United States,27.435,-82.45,,,Fatal(1),Destroyed,,USAF,LOCKHEED-MARTIN,F-16CG,No,1.0,Turbo Fan,,,Instructional,,1.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,23-01-2003,1.0
20001215X45421,Accident,IAD01LA014,2000-11-18,"WHITE POST, VA",United States,39.0625,-78.091111,3VA7,White Post,Non-Fatal,Substantial,,N8181L,GICK,AEROCOMP CA6WB,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,07-02-2002,0.0
20001212X22309,Accident,LAX01LA045,2000-11-19,"GUISTINE, CA",United States,31.228889,-121.374167,,,Non-Fatal,Substantial,,N540AK,COLLETTE,GLASSAIR III,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,24-10-2002,1.0
20001212X22314,Accident,MIA01FA029,2000-11-20,"MIAMI, FL",United States,25.815,-80.296666,KMIA,Miami International,Fatal(1),Minor,,N14056,AIRBUS INDUSTRIE,A300B4-605R,No,2.0,Turbo Fan,,SCHD,,American Airlines,1.0,3.0,19.0,110.0,VMC,Climb,Probable Cause,28-02-2006,23.0
20011211X02384,Accident,MIA01LA032,2000-11-21,"WEWAHITCHKA, FL",United States,30.166667,-85.233333,PFN,Panama City-Bay County,Non-Fatal,Substantial,,N9658C,PIPER,PA-32RT-300,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,02-01-2002,0.0
20001215X45419,Accident,IAD01FA015,2000-11-24,"LYNCHBURG, VA",United States,37.333333,-79.2,LYH,Lynchburg Regional,Non-Fatal,Destroyed,,N94U,BEECH,F90,No,2.0,Turbo Prop,,,Flight Test,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,13-05-2003,0.0
20001212X22298,Accident,LAX01FA049,2000-11-30,"Clifton, AZ",United States,32.960833,-109.225556,CFT,Greenlee County,Fatal(1),Destroyed,,N7901R,BEECH,BE-55-D55,No,2.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2003,2.0
20001215X45429,Accident,NYC01LA050,2000-12-03,"KINGWOOD, WV",United States,39.485277,-79.685277,,,Fatal(1),Substantial,,N97MS,MILLER,SLINGSHOT,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,10-09-2002,1.0
20010110X00077,Accident,LAX01FA055,2000-12-09,"PETALUMA, CA",United States,38.272223,-122.534166,O69,Petaluma,Fatal(1),Destroyed,,N739HB,CESSNA,TR182,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,02-03-2004,1.0
20010112X00293,Accident,FTW01RA035,2000-12-11,"SUMACAL, Bolivia",Bolivia,-13.673611,-64.201389,,,Fatal(6),Destroyed,,,CESSNA,U206G,No,,,,,,,6.0,0.0,0.0,0.0,VMC,,Foreign,12-01-2001,6.0
20001218X45439,Accident,LAX01GA057,2000-12-12,"Lancaster, CA",United States,34.726667,-118.235833,WJF,General William J. Fox Field,Fatal(1),Destroyed,,N182ER,CESSNA,182P,No,1.0,Reciprocating,,,Public Aircraft,,1.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,25-11-2003,1.0
20010110X00079,Accident,MIA01FA041,2000-12-14,"WESTON, FL",United States,26.148611,-80.635,,,Fatal(2),Substantial,,N260DB,CHRISTEN INDUSTRIES,PITTS S-2B,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,03-06-2002,2.0
20010110X00078,Accident,LAX01FA059,2000-12-14,"SACRAMENTO, CA",United States,38.695555,-121.590833,,,Fatal(1),,,N252SA,DEHAVILLAND,DHC-6,No,2.0,Turbo Prop,,,Executive/corporate,,1.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,25-11-2003,1.0
20010110X00073,Accident,DEN01FA028,2000-12-15,"LUSK, WY",United States,42.785,-104.217223,,,Fatal(2),Substantial,,N4223F,CESSNA,172,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,20-09-2002,2.0
20001226X45488,Accident,IAD01LA020,2000-12-18,"MEDFORD, NJ",United States,39.934166,-74.807222,N14,Flying W Airport,Non-Fatal,Substantial,,N789FW,CESSNA,172M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,23-01-2002,0.0
20010105X00048,Accident,NYC01LA059,2000-12-18,"West Mifflin, PA",United States,40.354167,-79.925,AGC,Allegheny County,Non-Fatal,Destroyed,,N89SM,AEROSPATIALE,SA365-N1,No,2.0,Turbo Shaft,,,Flight Test,,0.0,2.0,0.0,1.0,VMC,Cruise,Probable Cause,30-05-2003,2.0
20010110X00083,Accident,ANC01FA026,2000-12-20,"KENAI, AK",United States,60.363056,-152.616945,,,Fatal(2),Destroyed,,N1419Z,CURTIS-WRIGHT,C46A,No,2.0,Reciprocating,,,,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,18-06-2002,2.0
20010105X00049,Accident,SEA01LA031,2000-12-22,"KIRKLAND, WA",United States,47.718334,-122.198333,,,Non-Fatal,Substantial,,N2502,DE HAVILLAND,DHC-2 MK. I,No,1.0,Reciprocating,,,Ferry,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,06-09-2001,0.0
20010109X00069,Accident,NYC01FA058,2000-12-22,"Rangeley, ME",United States,44.883333,-70.638889,8B0,RANGELEY MUNI,Fatal(2),Destroyed,,N30EM,BEECH,B200,No,2.0,Turbo Prop,,,Executive/corporate,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,17-10-2001,2.0
20010124X00350,Accident,NYC01LA067,2000-12-24,"NORWOOD, MA",United States,42.1925,-71.175834,OWD,Norwood Airport,Non-Fatal,Substantial,,N1307J,ROCKWELL,112A,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Standing,Probable Cause,23-01-2002,0.0
20010105X00029,Accident,DEN01FA033,2000-12-24,"ALBUQUERQUE, NM",United States,35.038611,-106.603889,ABQ,Albuquerque International Arpt,Fatal(2),Substantial,,N2174L,BEECH,V35B,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,25-11-2003,2.0
20010108X00063,Accident,NYC01FA062,2000-12-27,"JAMAICA, NY",United States,40.631945,-73.779445,JFK,John F. Kennedy International,Non-Fatal,Substantial,,N769NC,MCDONNELL DOUGLAS,DC-9-51,No,2.0,Turbo Fan,,SCHD,,,0.0,0.0,0.0,27.0,VMC,Takeoff,Probable Cause,20-02-2002,0.0
20010104X00012,Accident,MIA01LA052,2000-12-27,"MORGANTON, NC",United States,35.824723,-81.611111,MRN,Morganton-Lenoir,Non-Fatal,Substantial,,N143F,CESSNA,305A,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-07-2001,0.0
20010104X00014,Accident,DEN01LA035,2000-12-27,"LONGMONT, CO",United States,40.163611,-105.163056,2V2,Vance Brand Airport,Non-Fatal,Substantial,,N9058G,PIPER,PA-18-135,No,2.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-11-2001,0.0
20010110X00084,Accident,ANC01FAMS1,2000-12-27,"JUNEAU, AK",United States,58.358333,-134.582778,,,Fatal(2),Destroyed,,N7100C,CHAMPION,8GCBC,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,02-07-2002,2.0
20010109X00071,Accident,SEA01LA034,2000-12-28,"HERMISTON, OR",United States,45.816667,-119.25,HRI,Hermiston Municipal,Non-Fatal,Substantial,,N69058,GRUMMAN,G-44,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-07-2001,0.0
20010104X00011,Accident,SEA01FA032,2000-12-28,"PIERCE, ID",United States,46.363056,-115.316389,,,Fatal(2),Substantial,,N9186F,HUGHES,369HS,No,1.0,Turbo Shaft,,,Other Work Use,,2.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,06-09-2001,3.0
20010111X00289,Accident,NYC01LA063,2000-12-29,"FARMVILLE, VA",United States,37.3575,-78.437777,FVX,Farmville Regional Airport,Non-Fatal,Substantial,,N73404,CESSNA,172M,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,30-07-2001,0.0
20010112X00292,Accident,IAD01FA021,2000-12-29,"CHARLOTTESVILLE, VA",United States,38.133333,-78.45,CHO,Charlottesville-Albermarle,Non-Fatal,Substantial,,N323UE,JETSTREAM,4101,No,2.0,Turbo Prop,,SCHD,,,0.0,0.0,1.0,17.0,VMC,Landing,Probable Cause,26-08-2002,1.0
20010105X00031,Accident,FTW01FA043,2000-12-29,"Gilchrist, TX",United States,29.4325,-94.543055,,,Fatal(1),Destroyed,,N407MM,BELL,407,No,1.0,Turbo Shaft,,,Positioning,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,07-08-2003,1.0
20010110X00082,Accident,MIA01LA054,2001-01-02,"NAPLES, FL",United States,26.1525,-81.775556,APF,Naples Municipal,Non-Fatal,Substantial,,N45CF,BEECH,200,No,2.0,Turbo Prop,,,Personal,,0.0,0.0,0.0,7.0,VMC,Taxi,Probable Cause,30-07-2001,0.0
20010221X00479,Accident,ANC01LA028,2001-01-03,"ATMAUTLUAK, AK",United States,60.866667,-162.2775,4A2,Atmautluak,Non-Fatal,Substantial,,N19771,CESSNA,172,No,1.0,Reciprocating,,NSCH,,,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,20-02-2002,0.0
20010126X00361,Accident,IAD01LA022,2001-01-04,"SCHENECTADY, NY",United States,42.852222,-73.928611,SCH,SCHENECTADY COUNTY AIRPORT,Non-Fatal,Substantial,,N435JL,LEARJET,35,No,2.0,Turbo Fan,,,Positioning,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,10-09-2002,0.0
20010108X00062,Accident,FTW01LA045,2001-01-04,"BRISTOW, OK",United States,35.144722,-96.425278,3F7,Jones Memorial,Non-Fatal,Substantial,,N68472,CESSNA,152,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-07-2001,0.0
